,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month_sold,house_age
2647,250000.0,4,2.5,1800,8100,2.0,0,0,3,1800,0,1998,2006,22028 SE 269th St,Maple Valley,WA 98038,6,16
2648,260000.0,3,1.75,1440,12888,1.0,0,2,3,1090,350,1958,2004,14710 57th Ave S,Tukwila,WA 98168,6,56
2649,547000.0,4,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,6,88
2650,379900.0,5,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,6,19
2651,738500.0,3,2.5,2300,6009,1.0,0,0,3,2300,0,2005,0,12115 Big Leaf Way NE,Redmond,WA 98053,6,9
2652,545000.0,4,2.25,2030,11585,1.0,0,0,4,1590,440,1967,0,15703 NE 54th Way,Redmond,WA 98052,6,47
2653,342000.0,2,1.0,740,6180,1.0,0,0,3,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,6,66
2655,170000.0,4,1.0,1920,13787,1.0,0,0,4,1220,700,1966,0,17104 Military Rd S,SeaTac,WA 98188,6,48
2656,616000.0,4,2.5,2490,12929,2.0,0,0,3,2490,0,1983,2009,24106 NE 6th Pl,Sammamish,WA 98074,6,31
2657,640000.0,3,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994,3415 9th Ave W,Seattle,WA 98119,6,66
2658,332000.0,3,2.5,1530,9406,1.0,0,0,3,1270,260,1993,0,4214 NE 2nd St,Renton,WA 98059,6,21
2659,1010000.0,3,3.25,2420,1923,2.0,0,2,3,1840,580,2006,0,2010 8th Ave N,Seattle,WA 98109,6,8
2661,415000.0,4,2.0,1610,9600,1.0,0,0,5,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,6,47
2662,1008000.0,4,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,6,13
2666,605000.0,3,2.25,2010,10760,2.0,0,0,3,2010,0,1985,0,14150 176th Ave NE,Redmond,WA 98052,6,29
2667,320000.0,3,1.0,860,5060,1.5,0,0,3,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,6,87
2668,229950.0,3,2.0,1410,7466,1.0,0,0,3,1410,0,1983,2009,14609 SE 195th Pl,Renton,WA 98058,6,31
2669,255000.0,3,1.75,1700,7532,1.0,0,0,3,1700,0,1987,2000,27456-27498 124th Ave SE,Kent,WA 98030,6,27
2671,479000.0,2,2.25,1230,932,2.0,0,0,3,1020,210,2004,2003,106 24th Ave E,Seattle,WA 98112,6,10
2673,472000.0,3,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,6,4
2674,198000.0,3,1.5,1430,7347,1.0,0,0,3,820,610,1980,0,2711 SW 344th Pl,Federal Way,WA 98023,6,34
2675,440000.0,4,2.0,1450,8400,1.5,0,0,4,1450,0,1962,0,14114 75th Ave NE,Kirkland,WA 98034,6,52
2676,506000.0,3,1.75,2180,7700,1.0,0,0,3,1480,700,1961,2004,17922 3rd Ave NW,Shoreline,WA 98177,6,53
2677,382500.0,4,2.5,2210,7079,2.0,0,0,3,2210,0,1993,0,11824 SE 203rd St,Kent,WA 98031,6,21
2678,269500.0,2,1.5,1480,7276,1.0,0,0,4,940,540,1978,2000,680 Shelton Ave NE,Renton,WA 98056,6,36
2679,560000.0,3,2.0,2340,3477,1.0,0,1,5,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,6,43
2680,840000.0,4,3.5,3860,18334,2.0,0,0,3,3120,740,1996,0,12237 198th Ave NE,Woodinville,WA 98077,6,18
2681,479500.0,3,2.75,2300,4637,2.0,0,0,3,2300,0,2008,0,34623 SE Leitz St,Snoqualmie,WA 98065,6,6
2682,402000.0,3,1.5,1450,7375,1.0,0,0,3,1010,440,1968,1997,13420 121st Ave NE,Kirkland,WA 98034,6,46
2683,549000.0,2,2.5,1380,953,3.0,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,6,8
2684,449950.0,4,2.5,2470,3811,2.0,0,0,3,2470,0,1999,0,7206 Douglas Ave SE,Snoqualmie,WA 98065,6,15
2685,493000.0,4,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,12039 NE 145th St,Kirkland,WA 98034,6,39
2686,142500.0,4,0.75,1440,13300,1.0,0,0,3,1440,0,1948,1994,209 SW 142nd St,Burien,WA 98166,6,66
2687,250000.0,3,1.75,1160,6134,1.0,0,0,3,1160,0,1998,2006,3812 I Pl NE,Auburn,WA 98002,6,16
2688,729000.0,3,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988,112 10th Ave E,Seattle,WA 98102,6,106
2689,465000.0,2,2.75,1430,1425,2.0,0,0,3,995,435,2006,0,224 26th Ave E,Seattle,WA 98112,6,8
2691,280000.0,4,2.25,1930,7207,1.0,0,0,4,1360,570,1988,0,25011 119th Pl SE,Kent,WA 98030,6,26
2693,667500.0,3,2.0,1880,3800,1.0,0,0,5,1030,850,1927,0,7535 18th Ave NE,Seattle,WA 98115,6,87
2694,809000.0,3,2.5,2590,7720,2.0,0,0,3,2590,0,1988,2000,14575 NE 57th St,Bellevue,WA 98007,6,26
2695,400000.0,3,2.25,2140,11266,2.0,0,0,3,2140,0,1986,0,27818 NE 141st St,Duvall,WA 98019,6,28
2696,310000.0,4,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001,11750 12th Ave NE,Seattle,WA 98125,6,58
2697,435000.0,2,1.0,1230,3800,1.0,0,0,3,1230,0,1928,1954,3306 NE 70th St,Seattle,WA 98115,6,86
2698,465950.0,4,2.5,2340,6896,2.0,0,0,3,2340,0,2001,0,463 Pasco Pl NE,Renton,WA 98059,6,13
2700,253000.0,3,1.5,880,6600,1.0,0,0,5,880,0,1945,0,11457 70th Pl S,Seattle,WA 98178,6,69
2701,330000.0,3,2.5,3040,7232,2.0,0,0,3,3040,0,2003,0,29678 130th Way SE,Auburn,WA 98092,6,11
2702,554000.0,4,1.0,1120,7104,1.5,0,0,3,1120,0,1946,0,1212 NW 105th St,Seattle,WA 98177,6,68
2703,350000.0,3,2.0,1380,3600,3.0,0,0,3,1380,0,2013,1923,600 21st Ave,Seattle,WA 98122,6,1
2704,294999.0,4,2.5,1660,9760,2.0,0,0,3,1660,0,1994,0,11400-11616 SE 266th St,Kent,WA 98030,6,20
2706,752000.0,4,2.5,2940,10382,2.0,0,0,4,2940,0,1991,0,14214 SE 77th St,Newcastle,WA 98059,6,23
2707,451000.0,4,2.5,1670,3315,2.0,0,0,3,1670,0,2005,0,2319 NE Marion Ln,Issaquah,WA 98029,6,9
2708,725000.0,4,2.75,2630,7505,2.0,0,0,3,2630,0,1994,0,13221 NE 93rd St,Redmond,WA 98052,6,20
2709,345000.0,4,2.75,2250,7412,1.0,0,0,4,1480,770,1975,0,15801 SE 175th Pl,Renton,WA 98058,6,39
2710,206000.0,3,1.0,1320,7000,1.0,0,0,4,1320,0,1967,0,1812 33rd St SE,Auburn,WA 98002,6,47
2714,580000.0,5,2.0,2700,10875,1.0,0,0,4,1540,1160,1962,0,620 151st Pl NE,Bellevue,WA 98007,6,52
2715,430000.0,3,1.0,980,7200,1.0,0,0,4,980,0,1950,1983,3609 49th Ave SW,Seattle,WA 98116,6,64
2716,720000.0,4,2.5,2650,11520,2.0,0,0,3,2110,540,1988,2000,11433 NE 91st St,Kirkland,WA 98033,6,26
2719,535000.0,4,2.75,3070,7201,2.0,0,0,3,3070,0,2006,0,5351 NE 4th Ct,Renton,WA 98059,6,8
2720,286800.0,3,2.5,1413,3600,2.0,0,0,3,1413,0,2011,0,20130 110th Terrace SE,Kent,WA 98031,6,3
2721,350000.0,2,2.5,1260,1347,3.0,0,0,3,1260,0,2005,0,9553 Interlake Ave N,Seattle,WA 98103,6,9
2722,345000.0,3,2.5,1680,2229,2.0,0,0,3,1680,0,2007,0,611 NE 165th St,Shoreline,WA 98155,6,7
2723,435000.0,3,2.25,1230,1238,2.0,0,0,3,1080,150,2009,0,3465 21st Ave W,Seattle,WA 98199,6,5
2726,461000.0,3,3.25,2770,6278,2.0,0,0,3,1980,790,2006,0,3419 Meadow Ave N,Renton,WA 98056,6,8
2727,770000.0,3,2.25,2910,10204,2.0,0,0,3,2910,0,1990,2009,18322 NE 99th Way,Redmond,WA 98052,6,24
2730,322500.0,4,2.5,1820,6753,2.0,0,0,3,1820,0,1994,0,24223 232nd Pl SE,Maple Valley,WA 98038,6,20
2732,475000.0,3,1.75,1700,8432,1.0,0,0,3,1230,470,1977,2004,1027B NE 130th St,Seattle,WA 98125,6,37
2733,250275.0,2,1.0,790,11234,1.0,0,0,4,790,0,1942,1982,17941 Riviera Pl SW,Normandy Park,WA 98166,6,72
2734,274500.0,3,2.25,1720,9000,1.0,0,0,4,1320,400,1969,0,3924 SW 316th St,Federal Way,WA 98023,6,45
2735,284950.0,3,1.0,990,10723,1.0,0,0,5,990,0,1960,0,12654 156th Ave SE,Renton,WA 98059,6,54
2736,264950.0,4,1.75,1770,9011,1.0,0,0,5,1050,720,1983,0,26418 199th Pl SE,Covington,WA 98042,6,31
2737,242000.0,3,2.0,1260,8092,1.0,0,0,3,1260,0,1986,0,21611 SE 266th St,Maple Valley,WA 98038,6,28
2739,555000.0,3,1.75,2040,6000,1.0,0,0,5,1120,920,1958,0,3850 51st Ave SW,Seattle,WA 98116,6,56
2740,711000.0,4,1.75,1980,10800,1.0,0,0,5,990,990,1948,1985,3712 88th Ave SE,Mercer Island,WA 98040,6,66
2741,403500.0,5,2.5,3600,17300,1.0,0,0,4,2410,1190,1968,0,427 SW 174th St,Normandy Park,WA 98166,6,46
2743,253779.0,4,2.0,2030,9600,1.5,0,0,3,1430,600,1947,2012,4821 S 175th St,SeaTac,WA 98188,6,67
2744,384400.0,3,3.25,1689,1388,3.0,0,0,3,1689,0,2008,0,1021 NE 123rd St,Seattle,WA 98125,6,6
2745,646000.0,5,2.75,2870,4461,1.0,0,0,3,1650,1220,1976,0,6316 26th Ave NW,Seattle,WA 98107,6,38
2746,415000.0,3,1.75,1270,4800,1.0,0,0,3,1270,0,1952,2014,7340 35th Ave SW,Seattle,WA 98126,6,62
2747,764000.0,4,2.5,2790,7938,2.0,0,0,3,2790,0,1997,0,23319 NE 15th St,Sammamish,WA 98074,6,17
2748,507000.0,5,3.25,3850,16249,2.0,0,2,3,3030,820,2002,0,12975-12983 SE 301st St,Auburn,WA 98092,6,12
2749,545500.0,3,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0,2930 S Edmunds St,Seattle,WA 98108,6,78
2750,450000.0,3,1.75,1180,4080,1.0,0,0,4,760,420,1928,0,7341 27th Ave NW,Seattle,WA 98117,6,86
2751,264000.0,4,1.75,1820,8118,1.0,0,0,4,1080,740,1980,0,12632 SE 214th St,Kent,WA 98031,6,34
2752,650000.0,5,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003,830 W Armour St,Seattle,WA 98119,6,88
2753,365000.0,3,2.5,2640,6715,2.0,0,0,3,1680,960,1991,0,17917 162nd Pl SE,Renton,WA 98058,6,23
2754,343566.0,2,1.0,1100,4200,1.0,0,0,3,1100,0,1954,2005,8005 46th Ave SW,Seattle,WA 98136,6,60
2755,375000.0,3,2.5,1950,6871,2.0,0,0,3,1950,0,1997,0,2475 NE 182nd Ct,Shoreline,WA 98155,6,17
2756,295000.0,3,2.0,1380,8682,1.0,0,0,4,1380,0,1966,0,19807-19813 10th Pl S,Des Moines,WA 98148,6,48
2757,325000.0,3,2.75,2200,7000,1.0,0,0,4,1280,920,1977,0,16304 128th Pl SE,Renton,WA 98058,6,37
2758,265000.0,4,1.5,2050,7100,1.0,0,0,3,1050,1000,1963,2008,29140 43rd Ave S,Auburn,WA 98001,6,51
2759,562000.0,5,3.0,2795,15101,2.0,0,0,3,2795,0,1996,0,14308 274th Pl NE,Duvall,WA 98019,6,18
2762,279950.0,5,1.75,2150,7171,1.0,0,0,4,1460,690,1970,0,23103 125th Ave SE,Kent,WA 98031,6,44
2763,540000.0,3,1.75,1970,8200,1.0,0,0,5,1420,550,1963,0,416 NW 181st St,Shoreline,WA 98177,6,51
2764,310000.0,4,2.5,2660,12672,1.0,0,0,4,1740,920,1960,2001,820 S 300th St,Federal Way,WA 98003,6,54
2766,440000.0,4,2.5,2410,4780,2.0,0,0,3,2410,0,2000,0,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,6,14
2768,230000.0,2,1.0,1080,9435,1.0,0,0,3,1080,0,1958,2004,11915 SE 161st St,Renton,WA 98058,6,56
2769,455000.0,3,1.75,1180,14292,1.0,0,0,3,1180,0,1981,2013,45506 SE Tanner Rd,North Bend,WA 98045,6,33
2770,175000.0,2,1.0,660,5000,1.0,0,0,3,660,0,1915,0,4100 25th Ave SW,Seattle,WA 98106,6,99
2771,650000.0,3,1.75,2920,9370,1.0,0,0,4,1620,1300,1981,0,14245 SE 60th St,Bellevue,WA 98006,6,33
2773,192500.0,3,1.0,1080,8580,1.5,0,0,3,1080,0,1900,2005,14490 57th Ave S,Tukwila,WA 98168,6,114
2774,239950.0,3,1.75,1670,6900,1.0,0,0,3,1170,500,1978,0,33838 37th Ave SW,Federal Way,WA 98023,6,36
2777,410000.0,4,2.0,1970,10500,1.0,0,0,3,1820,150,1961,2004,13666 17th Ave SW,Burien,WA 98166,6,53
2778,570000.0,4,2.5,2290,6738,2.0,0,0,3,2290,0,1996,0,4029-4035 252nd Ave SE,Issaquah,WA 98029,6,18
2779,469000.0,5,2.5,2240,7543,1.0,0,0,3,1140,1100,1966,1963,20216 12th Ave NW,Shoreline,WA 98177,6,48
2780,559000.0,2,1.0,1240,6400,1.0,0,1,4,1060,180,1938,0,5927 35th Ave SW,Seattle,WA 98126,6,76
2783,240000.0,2,1.0,670,10920,1.0,0,0,3,670,0,1942,1999,10025-10037 31st Ave SW,Seattle,WA 98146,6,72
2784,574950.0,5,3.25,3160,10000,2.0,0,0,4,3160,0,1980,0,1010 Greenwood Blvd SW,Issaquah,WA 98027,6,34
2785,180000.0,3,2.25,1990,6350,2.0,0,0,3,1990,0,1967,2011,24433 14th Ave S,Des Moines,WA 98198,6,47
2787,300000.0,3,2.5,1700,3575,2.0,0,0,3,1700,0,2000,0,6729 Shaffer Ave S,Seattle,WA 98108,6,14
2788,630000.0,4,2.5,2807,9430,2.0,0,0,3,2807,0,1996,0,8820 NE 160th Pl,Kenmore,WA 98028,6,18
2789,507000.0,4,1.75,1770,9375,1.0,0,0,4,1170,600,1968,0,10415 171st Ave NE,Redmond,WA 98052,6,46
2790,287500.0,4,2.5,2570,9000,1.0,0,0,4,1590,980,1979,0,33749 29th Ct SW,Federal Way,WA 98023,6,35
2792,424000.0,3,2.0,1670,7700,1.0,0,0,3,1170,500,1972,2002,10526 NE 139th St,Kirkland,WA 98034,6,42
2793,400000.0,3,1.75,1050,6150,1.5,0,0,4,950,100,1928,0,3617 48th Ave SW,Seattle,WA 98116,6,86
2794,620000.0,4,2.5,1910,7683,2.0,0,0,3,1910,0,1987,2000,4513 186th Ave SE,Issaquah,WA 98027,6,27
2795,300000.0,3,1.0,910,7700,1.0,0,0,4,910,0,1971,0,14200-14230 77th Ave NE,Kirkland,WA 98034,6,43
2796,615000.0,5,2.25,2480,12070,2.0,0,0,3,2480,0,1978,0,2206 Sahalee Dr E,Sammamish,WA 98074,6,36
2797,206000.0,2,1.5,1820,8867,2.0,0,0,3,1820,0,1921,2000,5206 S 142nd St,Tukwila,WA 98168,6,93
2798,515500.0,4,2.5,2920,7700,2.0,0,0,3,2920,0,2003,0,14821 272nd Pl NE,Duvall,WA 98019,6,11
2799,554000.0,5,2.25,1870,11411,1.0,0,0,4,1170,700,1961,2001,15871 37th Ave NE,Lake Forest Park,WA 98155,6,53
2801,855000.0,4,2.25,2190,4080,2.0,0,0,3,1800,390,1918,0,2536 1st Ave W,Seattle,WA 98119,6,96
2802,315000.0,3,2.5,1730,6368,2.0,0,0,3,1730,0,1993,0,28001 232nd Pl SE,Maple Valley,WA 98038,6,21
2803,299000.0,5,2.5,2220,9360,1.0,0,0,4,1110,1110,1968,0,18820 129th Pl SE,Renton,WA 98058,6,46
2804,650000.0,3,1.5,1320,8114,1.0,0,0,3,1320,0,1951,1994,3110 109th Ave SE,Bellevue,WA 98004,6,63
2805,465000.0,3,1.75,1510,4800,1.0,0,2,3,860,650,1925,2011,3040 SW Avalon Way,Seattle,WA 98126,6,89
2806,535000.0,3,2.0,2120,4080,2.0,0,0,3,2120,0,2003,0,9115 227 Ave NE,Redmond,WA 98053,6,11
2807,564000.0,2,2.0,1690,4500,1.0,0,0,3,1690,0,2004,2003,23112 NE 127th Way,Redmond,WA 98053,6,10
2808,515000.0,3,3.5,1360,1419,2.0,0,0,3,1040,320,2007,0,5609 11th Ave NW,Seattle,WA 98107,6,7
2809,580000.0,4,2.5,3250,5000,2.0,0,0,3,3250,0,2008,0,976 Jericho Pl NE,Renton,WA 98059,6,6
2810,309000.0,3,2.25,1490,1294,2.0,0,0,3,1220,270,2010,0,5011-5021 Delridge Way SW,Seattle,WA 98106,6,4
2811,536751.0,3,1.75,1930,6360,1.0,0,0,3,1930,0,2013,1923,9129 Nye Ave SE,Snoqualmie,WA 98065,6,1
2812,415000.0,4,2.5,2020,5501,2.0,0,0,3,2020,0,2010,0,681 Ilwaco Ave NE,Renton,WA 98059,6,4
2813,267000.0,3,2.25,1584,2800,2.0,0,0,3,1584,0,2012,1912,1376 43rd St NE,Auburn,WA 98002,6,2
2814,820000.0,4,2.5,3170,8523,2.0,0,0,3,3170,0,2008,0,9401 117th Ave NE,Kirkland,WA 98033,6,6
2816,485000.0,2,2.5,1430,923,3.0,0,0,3,1410,20,2008,0,303 N 55th St,Seattle,WA 98103,6,6
2817,482000.0,3,3.25,1380,1120,3.0,0,0,3,1380,0,2008,0,4507 Linden Ave N,Seattle,WA 98103,6,6
2818,535000.0,4,2.5,2610,4595,2.0,0,0,3,2610,0,2008,0,7810 NE 199th St,Kenmore,WA 98028,6,6
2819,690000.0,3,3.25,1540,1428,3.0,0,0,3,1540,0,2013,1923,423 N 50th St,Seattle,WA 98103,6,1
2820,576000.0,3,2.5,1940,9000,1.0,0,0,4,970,970,1948,0,8817 28th Ave NW,Seattle,WA 98117,6,66
2821,378750.0,3,2.5,2160,3000,1.5,0,0,3,1260,900,1909,2011,3508 S Genesee St,Seattle,WA 98118,6,105
2822,269900.0,4,1.75,1530,8750,1.5,0,0,4,1530,0,1968,0,13805 SE Fairwood Blvd,Renton,WA 98058,6,46
2823,210000.0,3,2.0,1440,7210,1.0,0,0,3,1440,0,1983,2009,11803 SE 322nd Pl,Auburn,WA 98092,6,31
2824,429900.0,4,2.5,2640,8625,2.0,0,0,3,2640,0,1987,2000,14007 SE 159th Pl,Renton,WA 98058,6,27
2826,360000.0,4,2.5,2850,4650,2.0,0,0,3,2850,0,2004,2003,27437 237th Ave SE,Maple Valley,WA 98038,6,10
2827,405000.0,2,1.0,1260,4377,1.0,0,0,4,1260,0,1947,1988,9532 Phinney Ave N,Seattle,WA 98103,6,67
2828,450000.0,3,1.75,1610,11200,1.0,0,0,3,1610,0,1955,2005,12234 NE 65th St,Kirkland,WA 98033,6,59
2829,703000.0,3,2.0,1360,5980,1.5,0,0,3,1360,0,1945,2008,4401 SW Hill St,Seattle,WA 98116,6,69
2830,661000.0,4,2.5,2496,8058,2.0,0,0,3,2496,0,1998,2006,8517 143rd Ct NE,Redmond,WA 98052,6,16
2831,580000.0,4,2.25,2160,9593,1.0,0,0,3,2160,0,1969,2010,2422 171 Ave SE,Bellevue,WA 98008,6,45
2832,464000.0,3,1.0,1320,3625,2.0,0,0,3,1320,0,1900,2005,316 35th Ave,Seattle,WA 98122,6,114
2833,945000.0,2,2.5,2540,7089,2.0,0,0,3,2540,0,2004,2003,3241 63rd Ave SW,Seattle,WA 98116,6,10
2834,659500.0,4,3.0,2620,18362,1.0,0,0,4,1870,750,1956,0,11605 SE 45th Pl,Bellevue,WA 98006,6,58
2835,200000.0,3,1.5,1140,8340,1.0,0,0,3,1140,0,1960,2012,14015 43rd Ave S,Tukwila,WA 98168,6,54
2838,346150.0,3,2.0,2140,7200,1.0,0,0,4,1480,660,1966,0,2515 NE 19th St,Renton,WA 98056,6,48
2839,197500.0,3,1.0,1330,5412,2.0,0,0,5,1330,0,1905,0,1535 Griffin Ave,Enumclaw,WA 98022,6,109
2840,799000.0,4,2.5,2590,7910,2.0,0,0,3,2590,0,2001,0,4022 NE 95th St,Seattle,WA 98115,6,13
2842,350000.0,2,1.0,1620,9205,1.0,0,0,5,850,770,1921,0,12411 84th Ave NE,Kirkland,WA 98034,6,93
2844,519000.0,3,2.75,2020,10744,1.0,0,0,5,1270,750,1954,0,18107-18199 6th Ave SW,Normandy Park,WA 98166,6,60
2845,590300.0,3,1.5,1470,7200,2.0,0,0,4,1470,0,1907,0,4709 43rd Ave S,Seattle,WA 98118,6,107
2848,437000.0,2,1.75,1440,4225,1.0,0,0,3,1440,0,2005,0,23047 NE 130th St,Redmond,WA 98053,6,9
2849,221000.0,3,2.25,1640,7350,1.0,0,0,3,1140,500,1984,0,37724 26th Dr S,Federal Way,WA 98003,6,30
2851,506000.0,2,1.0,1570,8210,1.0,0,0,4,1150,420,1952,0,12723 11th Ave NW,Seattle,WA 98177,6,62
2852,395000.0,4,1.0,1980,10350,1.0,0,0,4,1430,550,1968,0,475 SW Forest Dr,Issaquah,WA 98027,6,46
2853,285000.0,3,1.0,1210,4731,1.5,0,0,3,1210,0,1901,0,7749-7999 31st Ave NW,Seattle,WA 98117,6,113
2854,311000.0,3,1.75,1900,3000,1.5,0,0,5,1070,830,1903,0,8653 Wabash Ave S,Seattle,WA 98118,6,111
2856,435000.0,3,1.75,1310,8065,1.0,0,0,4,1310,0,1948,0,9729 Dibble Ave NW,Seattle,WA 98117,6,66
2859,186000.0,3,2.0,1340,4320,1.0,0,0,3,920,420,1912,1993,119 10th St SE,Auburn,WA 98002,6,102
2860,756000.0,4,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,0,2667 11th Ave W,Seattle,WA 98119,6,67
2861,248000.0,4,2.0,2080,13510,1.0,0,0,3,1040,1040,1950,2005,6105 S 124th St,Seattle,WA 98178,6,64
2862,287000.0,3,2.0,1300,11374,1.5,0,0,5,1300,0,1933,0,13304 24th Ave S,SeaTac,WA 98168,6,81
2863,510000.0,4,2.5,2610,8031,2.0,0,0,3,2610,0,1998,2006,19615 55th Ave NE,Lake Forest Park,WA 98155,6,16
2864,249000.0,3,1.0,1050,8498,1.0,0,0,4,1050,0,1959,0,22115 104th Pl SE,Kent,WA 98031,6,55
2865,340000.0,3,2.5,2480,6112,2.0,0,0,3,2480,0,2004,2003,18210 170th Pl SE,Renton,WA 98058,6,10
2866,399888.0,4,2.25,1820,8255,1.5,0,0,4,1320,500,1930,0,1559 N 130th St,Seattle,WA 98133,6,84
2867,440000.0,3,1.75,1170,8740,1.0,0,0,4,1170,0,1968,0,9319 167th Ave NE,Redmond,WA 98052,6,46
2868,899000.0,4,2.25,2370,6000,1.0,0,2,3,1440,930,1959,1989,2411 NW Blue Ridge Dr,Seattle,WA 98177,6,55
2869,540500.0,5,3.75,3090,7415,2.0,0,0,3,3090,0,2014,0,493 S 187th Ln,Burien,WA 98148,6,0
2870,385000.0,3,1.75,2310,11200,1.0,0,0,4,1630,680,1978,2000,26525 Woodland Way S,Kent,WA 98030,6,36
2871,558000.0,4,2.25,2060,10358,1.0,0,0,4,1320,740,1962,0,6132-6198 125th Ave SE,Bellevue,WA 98006,6,52
2873,450000.0,4,2.5,2400,7693,2.0,0,0,3,2400,0,2003,0,378 Nile Pl NE,Renton,WA 98059,6,11
2874,232500.0,3,1.0,1320,8450,1.0,0,0,3,880,440,1961,2004,30606 2nd Ave SW,Federal Way,WA 98023,6,53
2875,436000.0,2,1.0,790,6600,1.0,0,0,3,790,0,1949,1998,1524 30th Ave,Seattle,WA 98122,6,65
2876,240000.0,4,2.0,1790,14690,1.0,0,1,4,1670,120,1960,2001,1009 S 229th Pl,Des Moines,WA 98198,6,54
2877,489950.0,3,2.25,1820,7326,2.0,0,0,3,1820,0,1983,2009,9243 NE 126th Pl,Kirkland,WA 98034,6,31
2880,352450.0,3,2.0,1430,6000,1.0,0,0,5,1430,0,1945,0,17510 12th Ave NE,Shoreline,WA 98155,6,69
2882,549000.0,4,1.75,1290,3060,2.0,0,0,4,1290,0,1906,1990,742 N 70th St,Seattle,WA 98103,6,108
2884,618250.0,4,3.25,2520,3360,1.5,0,0,4,1550,970,1931,0,7019 Brooklyn Ave NE,Seattle,WA 98115,6,83
2886,850000.0,2,1.75,1590,5136,1.5,0,3,3,1320,270,1927,2011,2505 42nd Ave W,Seattle,WA 98199,6,87
2888,505000.0,3,2.5,1610,4611,2.0,0,0,3,1610,0,1996,0,24944 SE 43rd St,Issaquah,WA 98029,6,18
2890,275000.0,3,1.75,1860,15681,1.0,0,0,4,1860,0,1971,0,304 SW 316th St,Federal Way,WA 98023,6,43
2891,499000.0,3,1.75,1840,5000,1.0,0,0,4,920,920,1910,0,7043 Mary Ave NW,Seattle,WA 98117,6,104
2892,507000.0,3,2.5,2120,7201,2.0,0,0,3,2120,0,2003,0,12200 Densmore Ave N,Seattle,WA 98133,6,11
2893,619850.0,4,2.5,2270,9247,1.0,0,0,5,1500,770,1972,0,4802 122nd Ave SE,Bellevue,WA 98006,6,42
2895,310000.0,4,1.5,1220,9600,1.0,0,0,3,1220,0,1980,0,4201 Regal St,Carnation,WA 98014,6,34
2896,646000.0,4,2.5,2310,4079,2.0,0,0,3,2310,0,2008,0,8903 3rd Ave NW,Seattle,WA 98117,6,6
2897,265000.0,3,1.75,1840,7300,1.0,0,0,3,1840,0,1966,1963,2714 SW 323rd St,Federal Way,WA 98023,6,48
2898,475000.0,3,2.5,950,1110,2.0,0,0,3,950,0,2003,0,419 Federal Ave E,Seattle,WA 98102,6,11
2899,600000.0,4,2.25,3070,8400,2.0,0,0,4,3070,0,1970,0,12869-12951 NE 144th Way,Kirkland,WA 98034,6,44
2901,319950.0,2,1.0,920,8341,1.0,0,0,3,920,0,1939,1969,11260 Marine View Dr SW,Seattle,WA 98146,6,75
2902,712000.0,3,2.75,3200,6699,2.0,0,0,3,3200,0,2004,2003,26008 SE 23rd Pl,Sammamish,WA 98075,6,10
2903,775000.0,4,2.75,3010,15992,2.0,0,0,3,3010,0,1996,0,25916 SE 22nd Pl,Sammamish,WA 98075,6,18
2904,390000.0,3,2.25,1600,10240,1.0,0,0,3,1090,510,1979,2014,14102 81st Pl NE,Kirkland,WA 98034,6,35
2905,585000.0,4,2.5,2840,11044,2.0,0,0,3,2840,0,2001,0,12458 Juanita Dr NE,Kirkland,WA 98034,6,13
2906,1027000.0,3,2.5,2430,10500,2.0,0,1,3,2430,0,1989,0,3215 107th Ave SE,Bellevue,WA 98004,6,25
2907,232603.0,3,1.75,1750,11461,2.0,0,0,4,1750,0,1976,1992,1002 Pike St NE,Auburn,WA 98002,6,38
2908,543000.0,3,2.25,1240,949,3.0,0,0,3,1240,0,2008,0,3455 Meridian Ave N,Seattle,WA 98103,6,6
2909,607500.0,3,3.25,1530,1612,3.0,0,0,3,1530,0,2006,0,1537 NW 58th St,Seattle,WA 98107,6,8
2910,750000.0,3,3.5,3390,10078,2.0,0,0,3,3040,350,2012,1912,11619 SE 73rd Pl,Newcastle,WA 98059,6,2
2911,728050.0,3,2.5,2320,6775,1.0,0,0,3,2320,0,2008,0,24233 NE 131st Terrace,Redmond,WA 98053,6,6
